1.901968765258789062e+01,-7.577205181121826172e+00,2.900000000000000000e+01
-4.712154769897460938e+01,-4.473097610473632812e+01,0.000000000000000000e+00
1.342729091644287109e+01,1.543379664421081543e+00,4.000000000000000000e+00
2.810057878494262695e+00,-2.632927703857421875e+01,4.500000000000000000e+01
1.759175109863281250e+01,1.977816390991210938e+01,9.500000000000000000e+01
6.008064651489257812e+01,4.703504443168640137e-01,3.400000000000000000e+01
1.100638580322265625e+01,5.634101867675781250e+01,4.900000000000000000e+01
-6.722166538238525391e+00,1.307328891754150391e+01,6.900000000000000000e+01
-2.873665428161621094e+01,1.009792804718017578e+01,3.900000000000000000e+01
1.821942138671875000e+01,-5.969031906127929688e+01,7.000000000000000000e+00
1.876154899597167969e+01,4.109427261352539062e+01,9.600000000000000000e+01
2.780593681335449219e+01,-4.453005218505859375e+01,2.600000000000000000e+01
-4.264811515808105469e+00,-2.120732116699218750e+01,3.500000000000000000e+01
-3.172124671936035156e+01,4.910108947753906250e+01,8.100000000000000000e+01
-4.685179901123046875e+01,-1.143804264068603516e+01,2.200000000000000000e+01
-1.121905612945556641e+01,-3.691008377075195312e+01,2.000000000000000000e+00
-2.983846473693847656e+01,1.366643428802490234e+01,3.900000000000000000e+01
6.412105560302734375e+01,2.872388839721679688e+01,6.600000000000000000e+01
1.946187591552734375e+01,6.414101409912109375e+01,1.700000000000000000e+01
-1.804396629333496094e+01,-6.133838653564453125e+01,7.000000000000000000e+01
-1.614605712890625000e+01,1.456842231750488281e+01,8.000000000000000000e+00
-1.366099929809570312e+01,-3.764244079589843750e+01,2.000000000000000000e+00
-3.845127105712890625e+01,-1.362448310852050781e+01,1.000000000000000000e+01
3.396607589721679688e+01,-6.189201736450195312e+01,1.000000000000000000e+00
-2.572808837890625000e+01,-5.102690887451171875e+01,9.200000000000000000e+01
-4.837043762207031250e+00,-2.210388946533203125e+01,3.500000000000000000e+01
-6.064116287231445312e+01,-2.473276329040527344e+01,2.800000000000000000e+01
-2.577982664108276367e+00,-2.267087936401367188e+01,3.500000000000000000e+01
5.160826206207275391e+00,-2.878752517700195312e+01,4.500000000000000000e+01
-5.746624374389648438e+01,-2.352693557739257812e+01,6.100000000000000000e+01
