2.027799034118652344e+01,9.070441126823425293e-01,-1.658551025390625000e+01,2.900000000000000000e+01
-1.897398567199707031e+01,-1.662736892700195312e+01,-1.622363328933715820e-01,0.000000000000000000e+00
7.551277160644531250e+00,-6.494991779327392578e-01,-1.115376853942871094e+01,4.000000000000000000e+00
-1.871747374534606934e+00,-1.520959663391113281e+01,-3.315403699874877930e+00,4.500000000000000000e+01
8.597721099853515625e+00,1.351240062713623047e+01,-2.824537992477416992e+00,9.500000000000000000e+01
2.599711990356445312e+01,-7.476705312728881836e-01,8.874286651611328125e+00,3.400000000000000000e+01
1.057026004791259766e+01,1.881692886352539062e+01,-1.115448379516601562e+01,4.900000000000000000e+01
-7.618421554565429688e+00,3.383629322052001953e+00,-1.036377620697021484e+01,6.900000000000000000e+01
-1.460561943054199219e+01,5.534926891326904297e+00,-5.735342979431152344e+00,3.900000000000000000e+01
2.911532402038574219e+00,-1.790132141113281250e+01,-1.514233875274658203e+01,7.000000000000000000e+00
3.081723690032958984e+00,3.588638782501220703e+00,-2.087718772888183594e+01,9.600000000000000000e+01
3.193175792694091797e+00,-1.968801879882812500e+01,5.676873207092285156e+00,2.600000000000000000e+01
9.586859703063964844e+00,-6.683110237121582031e+00,2.153149604797363281e+01,3.500000000000000000e+01
-1.112316799163818359e+01,2.018286514282226562e+01,3.425752878189086914e+00,8.100000000000000000e+01
-1.416646766662597656e+01,-4.786289691925048828e+00,7.494904518127441406e+00,2.200000000000000000e+01
2.935686349868774414e+00,-1.818227195739746094e+01,1.523524761199951172e+01,2.000000000000000000e+00
-1.457666015625000000e+01,7.189449310302734375e+00,-2.916266202926635742e+00,3.900000000000000000e+01
2.485599136352539062e+01,7.689989089965820312e+00,-3.496150970458984375e+00,6.600000000000000000e+01
6.691757678985595703e+00,2.043501472473144531e+01,-1.897846221923828125e+00,1.700000000000000000e+01
-6.227605819702148438e+00,-2.432566833496093750e+01,-2.383529424667358398e+00,7.000000000000000000e+01
-5.777402877807617188e+00,9.189862251281738281e+00,-1.093754053115844727e+00,8.000000000000000000e+00
-1.851908266544342041e-01,-1.691728973388671875e+01,1.331380081176757812e+01,2.000000000000000000e+00
-6.657109260559082031e+00,-7.695428371429443359e+00,7.278964042663574219e+00,1.000000000000000000e+01
8.333707809448242188e+00,-4.280933856964111328e+00,-1.889455986022949219e+01,1.000000000000000000e+00
-5.707142829895019531e+00,-1.680207824707031250e+01,6.819921731948852539e-02,9.200000000000000000e+01
8.254569053649902344e+00,-8.159002304077148438e+00,2.231898689270019531e+01,3.500000000000000000e+01
-1.375027370452880859e+01,-1.062809085845947266e+01,1.443919181823730469e+01,2.800000000000000000e+01
9.145009994506835938e+00,-9.327916145324707031e+00,2.359375190734863281e+01,3.500000000000000000e+01
1.232152342796325684e+00,-1.485458660125732422e+01,-3.654985189437866211e+00,4.500000000000000000e+01
-1.172035884857177734e+01,-8.160386085510253906e+00,1.296430969238281250e+01,6.100000000000000000e+01
2.198447883129119873e-01,2.310883903503417969e+01,-1.079389286041259766e+01,1.200000000000000000e+01
-9.612700462341308594e+00,1.446584224700927734e+01,-5.982228279113769531e+00,9.000000000000000000e+01
-4.335688054561614990e-01,2.407891845703125000e+01,-1.003723621368408203e+01,1.200000000000000000e+01
-2.331088638305664062e+01,5.125135898590087891e+00,-2.250392913818359375e+00,9.000000000000000000e+00
-8.116942405700683594e+00,3.475936174392700195e+00,-8.610540390014648438e+00,6.900000000000000000e+01
-2.894519805908203125e+00,-2.942159652709960938e+00,-2.584482002258300781e+01,4.700000000000000000e+01
1.336319160461425781e+01,-4.742239952087402344e+00,-8.270354270935058594e+00,7.500000000000000000e+01
8.828846216201782227e-01,2.012738943099975586e+00,-2.075375938415527344e+01,9.600000000000000000e+01
-2.902394533157348633e+00,5.870484828948974609e+00,1.164359283447265625e+01,8.400000000000000000e+01
8.324797630310058594e+00,1.179123878479003906e+01,-2.505697965621948242e+00,9.500000000000000000e+01
-2.363155555725097656e+01,2.141469240188598633e+00,1.004170894622802734e+01,2.000000000000000000e+01
1.378061413764953613e+00,3.108590364456176758e+00,-1.014737129211425781e+01,6.700000000000000000e+01
-1.068974590301513672e+01,1.952151679992675781e+01,3.677449464797973633e+00,1.300000000000000000e+01
-1.888942718505859375e+01,1.482560062408447266e+01,-2.680164813995361328e+00,5.800000000000000000e+01
-8.713113069534301758e-01,2.133198165893554688e+01,-7.452841758728027344e+00,1.200000000000000000e+01
5.836091995239257812e+00,1.582293128967285156e+01,1.723979759216308594e+01,1.500000000000000000e+01
1.134420013427734375e+01,1.732533216476440430e+00,1.924250793457031250e+01,2.100000000000000000e+01
-1.665591812133789062e+01,-2.064888763427734375e+01,5.302472591400146484e+00,0.000000000000000000e+00
-4.310456812381744385e-01,2.232001495361328125e+01,-1.111694049835205078e+01,1.200000000000000000e+01
-1.822242438793182373e-01,1.944238281250000000e+01,-1.891566467285156250e+01,6.800000000000000000e+01
-3.965253591537475586e+00,-7.896753787994384766e+00,-1.125698375701904297e+01,1.800000000000000000e+01
-1.643787384033203125e+01,-2.056767642498016357e-01,1.815085220336914062e+01,1.600000000000000000e+01
5.009563922882080078e+00,1.505909633636474609e+01,7.419849872589111328e+00,1.900000000000000000e+01
-8.629596710205078125e+00,1.923755073547363281e+01,-1.426463890075683594e+01,9.000000000000000000e+01
9.341641426086425781e+00,1.173542404174804688e+01,8.420145988464355469e+00,3.100000000000000000e+01
2.182255363464355469e+01,-1.480141925811767578e+01,1.526452660560607910e+00,7.700000000000000000e+01
-1.498921203613281250e+01,-1.949741172790527344e+01,8.837195038795471191e-01,0.000000000000000000e+00
-3.985074758529663086e+00,1.142890167236328125e+01,-1.700340843200683594e+01,2.300000000000000000e+01
8.910890221595764160e-01,-2.080852317810058594e+01,-1.758762931823730469e+01,7.000000000000000000e+00
1.094959831237792969e+01,-9.361671447753906250e+00,-1.413882732391357422e+00,7.400000000000000000e+01
-8.398946762084960938e+00,-2.304141235351562500e+01,-3.640424251556396484e+00,7.000000000000000000e+01
1.252310371398925781e+01,1.466108512878417969e+01,1.078420639038085938e+01,3.800000000000000000e+01
-1.059442901611328125e+01,-2.074365043640136719e+01,-9.287650108337402344e+00,6.200000000000000000e+01
1.031650543212890625e+01,-8.543362617492675781e+00,-2.164719009399414062e+01,1.000000000000000000e+00
-6.415299415588378906e+00,1.239754772186279297e+01,2.063219261169433594e+01,5.000000000000000000e+00
-1.282218837738037109e+01,-1.996110153198242188e+01,-9.234682083129882812e+00,6.200000000000000000e+01
-1.070409178733825684e+00,2.561910629272460938e+01,5.420003890991210938e+00,3.700000000000000000e+01
4.984865188598632812e+00,9.457868576049804688e+00,-1.328294849395751953e+01,6.500000000000000000e+01
-1.579522323608398438e+01,1.137145805358886719e+01,-1.084910583496093750e+01,7.600000000000000000e+01
-3.444432258605957031e+00,-3.218863725662231445e+00,-2.738544702529907227e+00,9.900000000000000000e+01
-1.088680458068847656e+01,1.941028213500976562e+01,4.151992321014404297e+00,1.300000000000000000e+01
-1.607164621353149414e+00,2.141037368774414062e+01,-1.020120620727539062e+01,1.200000000000000000e+01
-3.912806987762451172e+00,1.612467956542968750e+01,9.490674972534179688e+00,2.500000000000000000e+01
-6.919229984283447266e+00,-2.390114784240722656e+00,2.202909088134765625e+01,4.600000000000000000e+01
-1.854910850524902344e+01,-8.338784217834472656e+00,6.821118831634521484e+00,2.200000000000000000e+01
-1.267163753509521484e+00,1.841021728515625000e+01,1.002316379547119141e+01,2.500000000000000000e+01
9.313246726989746094e+00,4.927787184715270996e-01,-1.496145343780517578e+01,9.100000000000000000e+01
-1.583083629608154297e+01,-4.209915637969970703e+00,-1.143377971649169922e+01,4.800000000000000000e+01
-8.049952507019042969e+00,-2.360862350463867188e+01,5.653641700744628906e+00,5.400000000000000000e+01
9.151042938232421875e+00,2.142698764801025391e+00,-2.510496520996093750e+01,5.200000000000000000e+01
-1.511933898925781250e+01,1.528940010070800781e+01,4.434944689273834229e-01,1.300000000000000000e+01
1.462231159210205078e+01,1.603339576721191406e+01,7.677113264799118042e-02,4.200000000000000000e+01
