2.832889527559169451e+00,6.101325469253608969e-01,2.900000000000000000e+01
-1.259562618840204040e+00,-2.837090231388547323e+00,0.000000000000000000e+00
2.682767553473132338e+00,1.944397688446890093e+00,4.000000000000000000e+00
6.308949665064539358e-01,-2.282828585365272112e+00,4.500000000000000000e+01
1.052634686063888214e+00,2.082423526373285316e+00,9.500000000000000000e+01
3.663593336851094229e+00,-5.152357508166691691e-01,3.400000000000000000e+01
-5.389437446730735992e-01,3.464976799973402244e+00,4.900000000000000000e+01
-1.986341404175790526e+00,3.124476327840895795e+00,6.900000000000000000e+01
-2.176998621410818568e+00,2.305142983788368016e-01,3.900000000000000000e+01
1.131368914436215345e+00,-3.025895348975289778e+00,7.000000000000000000e+00
2.595528041338381331e-01,2.569974099845097726e+00,9.600000000000000000e+01
1.656132096552387800e+00,-2.969463672062398363e+00,2.600000000000000000e+01
5.340242691954520948e-01,-1.522745964704521393e+00,3.500000000000000000e+01
-2.678501885835105956e+00,1.742781043040037448e+00,8.100000000000000000e+01
-3.851248709036291018e+00,-2.039487790417511270e+00,2.200000000000000000e+01
-3.731590096799224932e-01,-2.762711660727078744e+00,2.000000000000000000e+00
-2.440298145764523419e+00,2.479077223872640512e-01,3.900000000000000000e+01
2.830538038608012119e+00,1.909786086883994649e+00,6.600000000000000000e+01
-1.048917585848719858e+00,4.700690920472722745e+00,1.700000000000000000e+01
-2.041771709309976313e+00,-3.427197559268766458e+00,7.000000000000000000e+01
-1.046881343136742970e+00,-4.854592896337124874e-01,8.000000000000000000e+00
-2.787672786801183022e-01,-2.609225940228747653e+00,2.000000000000000000e+00
-2.619708477476414998e+00,-2.892887988057833315e+00,1.000000000000000000e+01
3.355947469518308357e-01,-1.747289242642822593e+00,1.000000000000000000e+00
-1.148668781568439989e+00,-3.409820812037596127e+00,9.200000000000000000e+01
2.712050790849547255e-01,-1.511983262339363421e+00,3.500000000000000000e+01
-1.954970675381682454e+00,-1.794132796290134113e+00,2.800000000000000000e+01
-2.145270980905929492e-01,-1.403810351382245303e+00,3.500000000000000000e+01
8.809698664141243363e-01,-2.191155668454873862e+00,4.500000000000000000e+01
-2.540687689728799992e+00,-2.800162077794210891e+00,6.100000000000000000e+01
-2.305773767108040495e+00,4.662246686761903014e+00,1.200000000000000000e+01
-8.178088420564173511e-01,3.644453111422444103e+00,9.000000000000000000e+01
-2.070445602221527626e+00,4.636795255132491356e+00,1.200000000000000000e+01
-2.886983485889905943e+00,-3.323481741613333873e-01,9.000000000000000000e+00
-1.664590625722254469e+00,2.529978088349952081e+00,6.900000000000000000e+01
-1.509727185622174783e+00,1.600970417047949290e+00,4.700000000000000000e+01
2.230668488752228562e+00,3.579385349926666460e-01,7.500000000000000000e+01
-6.537023420402635621e-01,3.018767994202050442e+00,9.600000000000000000e+01
-3.805350724674340768e+00,-8.092446754788760188e-01,8.400000000000000000e+01
7.186816158106482666e-01,2.420397440859650473e+00,9.500000000000000000e+01
-2.310544498435506355e+00,-1.970663000880893634e+00,2.000000000000000000e+01
1.131633861256184703e+00,-1.309690923539417184e-01,6.700000000000000000e+01
-2.658494454222010805e+00,1.486447567896849620e+00,1.300000000000000000e+01
-2.604424811175363175e+00,1.808325780404945071e+00,5.800000000000000000e+01
-2.142647049765508793e+00,4.489977847049050119e+00,1.200000000000000000e+01
1.631749816428451849e+00,1.051701606005576828e+00,1.500000000000000000e+01
1.454443588605693449e+00,-3.666435205546826337e-01,2.100000000000000000e+01
-1.278290177979976017e+00,-2.699907367561755756e+00,0.000000000000000000e+00
-2.389223716340870496e+00,4.505748514009039418e+00,1.200000000000000000e+01
-9.228347240028188514e-01,3.360033597252083837e+00,6.800000000000000000e+01
3.287701401352714492e-01,-2.244286378423478445e-01,1.800000000000000000e+01
-3.860221205765925312e+00,-1.508437436658120578e+00,1.600000000000000000e+01
1.523696853839952903e+00,1.166127496450632295e+00,1.900000000000000000e+01
-2.631350738385889620e+00,5.656678908818364881e+00,9.000000000000000000e+01
2.033624043918717650e+00,1.331316443361293622e+00,3.100000000000000000e+01
2.267656180986563630e+00,-1.824010998506951475e+00,7.700000000000000000e+01
-1.229090747095730851e+00,-3.059965948563867499e+00,0.000000000000000000e+00
-6.773390780372566811e-01,1.852841355766049691e+00,2.300000000000000000e+01
9.914503036838556715e-01,-3.169577462073845719e+00,7.000000000000000000e+00
4.865395810925904563e+00,4.702554887932923200e-01,7.400000000000000000e+01
